,comments
14584,관상 보면...한성깔 하겠구나 싶더니만
14585,효린은 애초에 시스타 활동했을때 얘기 나왔으면 매장당했을텐데 왜 이제와서 저러지..?
14586,잔나비멤버 학폭터지니 혹시나 해서 글올려다하고 차단당했고 자기글삭제 당했다는데 자기과거나오니 본인이 글삭제했다고 네이트가 말해줌 기사도 있고 차단당했는데 계속 글쓰고 피해자주장은 이사람뿐이고 그사람은 피해본사람은 몇명이라함 그냥 둘이 싸운것같은데 오해갈등이라하면
14587,가해자들 진짜 평생 벌 받아라
14588,뭘 다알면서 ㅋ  연예인중에<br>껌씹엇던 애들 많은데 멀 새삼스럽게
14589,미친기집애....
14590,저도..초중고 때...동급생들에 두들겨 맞고 다니면서 ...인생의 쓴맛을 경험하였습니다.그래서...지금은 얼굴이 오징어가 되었습니다.😵😵😵
14591,기억이 없다 = 아니라곤 못한다 = 맞다
14592,잔나비....?대단한디
14593,?ㅋㅋ 이것이 알고리즘
14594,효린 은  치매냐 바보냐  피해자는  고통일 텐데  넌 개소리냐
14595,근데 진짜 가해자는 모르지만<br>피해자는 평생 기억으로 남아요
14596,잘했다는 건 아니지만 유영현은 다른 사람들처럼 &#39;기억이 잘 안난다&#39;는 변명은 안해서 다행이네. 죄값도 묵묵히 치르길
14597,와오 효린같은 친구 있었으면 진심 자퇴했을듯;
14598,관상은 진리다
14599,이랬는데 다 묻혔네 피해자는 얼마나 억울할지... 폭로해도 묻히고 가해자는 계속 활동하고 있고..<br>알고리즘 요즘 열일하네
14600,피해자가 뭐가 억울하나요 과거에 학폭한 가해자데 효린은 저사람만 있구 기사나 영상 내용 달라요 해명해도 안믿겠지만 다름
14601,효린 학교폭력 가해자 그러면서 뻔뻔하게 모르쇠로 무마하려구 나쁜년 다벗고 노래를 하지않나 재수없다 방송에 나오지마라
14602,"저는 친구 돈빼앗고 빵셔틀 학폭하는 집단애들을  무자비하게 때렸습니다 그렇게 중2부터 고2때까지 폭력, 경계 증오와 분노로 그리고 미래의 대한 걱정으로 살았죠 가정폭력 피해자라 트라우마가 너무 심했고 상처입은 마음으로는 아무것도 할수없다는걸 느꼈습니다 오로지 할수있는것은 우리엄마처럼 매맞고 당하고 사는 사람을 지키는것 외에는 만족할만한 것들이 없었죠<br><br>상스럽고 거들먹거리는 남자 중년의 남성에게 <br>악감정이 심했는데 진심으로 죽이고싶다고 마음먹으면 두려울게 없더라구요 그래서 싸우게 될땐 살인을 염두하고 싸웠어요 이기고 지는건 상관없었습니다 수단과 방법을 가리지않고<br>제 분노를 표출하면 되니까요 그렇게 2년을 <br>살아가니까 그집단의 친구들도 시비를 걸거나 도발 하지않았습니다  <br>  <br>이렇다 보니 2년동안 심성이 여린 친구들이 제게 많이 의지하고 저도 그친구들에게 정서적 안정을 느꼈죠 하지만 싸이코 취급을 받았습니다 저같은 비주류에게 맞아도 주류는 주류라는 <br>의식이 있었고 그친구들은 집단이라 다른친구들이 오히려 눈치를 보며 그 가해자들을 옹호하더라구요 저는 단체의 상대로 싸이코 가해자가 되고 소위 1진이라는 애들 주위에 같이 다니는 여자애들이 왜 사람을 때리냐고 와서 따지고 정신없었어요<br><br>... 오히려 선생님들은 <br>칭찬해주셨습니다  잘했다고 근데 <br>그당시 뭣같은게 그런자식의 부모가 <br>학부모 총회장 이라는 사실을 알았어요<br>그래도 그 부모는 우리아들이  그런애인거 다 알고 있다며 다행히 치료비를 받거나 신고를 하지 않았습니다 정말 미안하다고 하셨고 지금와서 생각하는거지만 그부모님은 제어 할수없는 자식의 행동으로 피해본 사람들과 앞으로 일어날 일들을 처리하고 감시하기위해 그리고 자식을 위해 반성하는 의미로 학부모 총회장으로 나서신게 아닌가 하는 생각이 듭니다 <br><br>폭력은 가해자나 피해자 제 3자 모두에게 <br>악영향을 끼칩니다 지금은 책과 불교공부를 <br>하며 과거의 상처를 누르며 살고있지만 <br>야만적인 사람들의 행태를 보면 가끔은 <br>피가 끓는 살심이 듭니다 아버지가 될사람들은 <br>잘 들으시길 바래요 자식보이는 곳에서 <br>엄마를 때리거나 욕하는 모습 절때 보이지 마세요 어린 자식에게는 엄마가 천사이자 내모든것 입니다 그런 존재를 때리고 핍박하는것을 <br>지켜봐야 하는 자식의 마음엔 빨리커서 아버지를 죽여야겠다는 생각밖에 못합니다 제발... <br>폭력적인 행동...집에서 만큼은 하지마세요 <br>자식손에 뒤지기 싫으면 ..."
14603,원래 하는 애들은 기억안남. 당하는 애들이 기억나지. 직접 만낫을텐데 어찌됫는지 궁금
14604,뜬금없이 10개월전일이 나오지?
14605,학폭가해자가 아니라면 당당하게  절대 한적없다고 하겠지<br><br><br>기억이안난다? ㅋㅋㅋㅋㅋㅋ 폭력은했는데 인정하기 싫다 이말아닙니까...
14606,와하.. 잘가라 둘 다
14607,분에 넘치게 돈 벌었잖아....가라. <br>TV에서 얼굴 보고싶지않다.
14608,아싸 알고리즘이 드디어 잘 돌아간다!!!<br><br>학교폭력은 죽을때까지 못 잊는<br>수치와 상처입니다.
14609,효린은 딱 그렇게 생겼음.. 사람은 극소수의사람빼고는 생긴대로 살아간다
14610,효린은 유명했다더라 ㅋㅋㅋㅋㅋㅋㅋ 내 주위에도 있음
14611,결국 사건 묻치니까 활동 잘~ 하고 있네요 어휴..네이버에 효린 검색하면 활동 정말 잘 하고 있는 거 보실 수 있어요.. 씁쓸하네요
14612,그렇게 보이지만요 나중에 해명한다하네요 영상보면 확신한것처럼 되서 해명해도 안믿어주니까 답답하고 억울하다하고 기사내용 저영상들에는 자세히 안나와지만 피해자주장이 자기과거나오니 글지워다하고 말은 이래다저래다함 네이트에서는 차단한적없다하고 사람들은 또 네이트욕하던데 사실다르다는데 이러는데 어떻게 해명하나요 마녀사냥하는데 피해자주장한 애가 더 나쁘던데 피해자주장은 저사람밖에 없고
14613,네이트판? 거릅니다
14614,아직 사실관계 판명 안 된 거 아님?? 주작이  일상인 네이트판에서 쓴 글 곧이 곧대로 믿는 니들 인생도 ㄹㅈㄷ
14615,훈요 10조 <br>1조 깨끗한 사람만 연예계 활동하라<br>.<br>.<br>.<br>.<br>.<br>10조 쓰기 귀찮아
14616,효린 학폭 피해자라고 주장한 사람한테 학교폭력 당했다는 피해자들 나온건 아시는지..  오히려 그 사람이 더 악랄하게 학폭했던데.. 단순한 학창시절 싸움물고 늘어진건데 효린만 연예인이라서 안좋게 작용한거지..  또 효린이 해명을해도 사람들은 안믿으니까 어떻게 해야할지 모르겠다고 인터뷰했던데.. 효린건은 마녀사냥 그만했으면 합니다
14617,하필 그때 해외스케줄중이고 상황파악과 의사전달이 안돼서 일처리가 좀 팬이 알아보니까 작정하고 터트린것같고 잔나비멤버 학폭터지니 혹시나 하는 마음에 글썼다하고 잔나비멤버 터질때 좀 지나서 글쓰던데 그것도 이상하고 그시절에 카톡없어고 디엠도 글뿐 그냥 뭐때문인지 모르지만 싸운것같고 노는 흔적도 없고 그냥 졸사이미지만 보고 욕 댓글보면 이미지만으로 욕하고 논란터지고 사실무근이라해도 욕함 오히러 피해자과거 나와도 글쓴이편들던데
14618,우리나라니까 여자니까 또 봐주겠지?
14619,그 반대아닐까요 이수나 영비는 인정해도 좋다하던데 효린은 둘이 싸워는데도 매장시킬려하고 자기과거나오니 글삭제하고 여자보다 남자가 더 봐주고 편하죠 군대빼고는
14620,씨스타 보라빼고 다 일진이었다는데?? 다솜 자연인줄 알았는데 성형했더라
14621,3년이나 괴롭히누 ㅠㅠㅠ 효린 노래 좋아했는데...
14622,첨볼때부터 마귀할망구 면상 꼴보기 싫더니 잘걸렸네. 두번다시 나오지마세요 제발^^ 꼴보기 싫어요^^
14623,아니 얼마나 당연하게 괴롭혔으면 그게 기억이 안나냐
14624,이미 성공해서 돈벌거 다벌었는데
14625,자료를 네이트판에서???추악한글이 난무하는곳인데...
14626,@juyung jung 뭐하냐..
14627,@idfn ㅋㅋ
14628,@베르세르크*[BERSERK]* 아네.
14629,@idfn 망상꾼들도 활동할 수 있습니다
14630,@이민규 익명보장이니깐 학폭피해자들이 말할 수 있는거지
14631,원래 가해자의 기억은 피해자보다 희미하지.
14632,이런거 보면 초딩때 나 괴롭혔던 xx 생각난다 화나....
14633,&quot; 유튜브는 정의롭다 &quot;
14634,피해자 티비 보면서 무슨생각들었을까....?
14635,그사람 학폭가해자데 이런글보면 이내용 잘 모르는 사람많구나싶고 피해자면 왜 자기과거나오는데 글삭제하냐고 피해자주장 그사람뿐인데 기사나 영상에 자세히 안나오니
14636,효린 얼굴만 봐도 애들 많이 괴롭혔을 듯 ㅋㅋㅋㅋ
14637,효린한테 맞고싶노 아..
14638,효린 아직도 잘활동하지않음?
14639,평생 행복하게 살지마라 학교폭력 당해보고 효린 좋아했던 입장에서 진짜 너무 충격이였음 내가 아직도 무섭고 화가나고 생각만 해도 무서운 학교폭력을 내가 좋아했던 사람이 저질렀다?
14640,와...나는 3년간 당했는데 걔네는 연예인 안되나...그것때문에 수학여행 담임이 억지로 보내고 결국  강원도 트라우마 생겨서 못가는데
14641,보통 이런것은 SNS에 박제를 해야지. 그래야 철없을때도 똑바로 살제.
14642,애초에 효린은 데뷔할때부터 일진설 ㅈㄴ 돌았음.. 묻힐 거라 생각했나보네
14643,만나서 ㅋㅋ 잘 합의보자 하겠지
14644,일단 사실이 확정 된게 아니잖어요 님들~<br>일단 중립기어 박고 기다려 보시게요~
14645,효린슬슬 기어 나오던데ㅋㅋㅋㅋ
14646,어릴때 힘쎄다고 애들괴롭히지마라 나중에 칼맞아.
14647,이런글도 다시 부메랑맞음 사실과 다르다하고 자기과거나오니 글삭제했고 효린 네이트차단할만큼 힘없다고 네이트도 아니라하고 기사나 영상에서는 자세히안나오는 모르수도 있겠지만 차단당해도 계속 글쓰던데
14648,나도 잊고있던걸 유튜브가 알려주네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14649,관상봐라<br>일단쎄보이지않냐
14650,유튜버 하늘도 걸러야함
14651,진짜 나쁜년이네 못생기고
14652,갑자기 떠서 다시보고감
14653,데뷔 전에  폭로하지  아깝다
14654,댓글 다 최신댓글인 이유 좀?<br>나만 알고리즘에 끌려온게 아니구만?
14655,합의하러 만나는 건가 ㅋㅋ
14656,일진 ㅋㅋ
14657,효린이나 소유나<br>ㅋㅋㅋ효린이 학폭터질때 소유도 ㅈㄴ 후달렷을건데?
14658,연예계 자정능력 없나? 자기들 가치를 스스로 낮추는 사건인데 그냥 가는것도 웃기네? ㅋㅋ<br><br>약국에서 약이나 사 먹어야겠다.
14659,ㅋㅋㅋㅋㅅㅂ 유튜브 열일한다
14660,잘때리게 생겼다 ㅋ
14661,"이기적인 사람 많네; 니들은 지금까지 방관자로 지내왔고, 지금도 주위에 어려운 사람이 많아 괴로워하는데 그걸 아직도 지켜보고 있잖아. 너희들이 누가 가해자라고 연예계를 떠나야 한다고 당당하게 말 할만큼 떳떳한 사람들이냐?"
14662,걍 그려려니 해 ~ 괴롭힐이유가 있었으니 괴롭혔겠지
14663,씨스타중에 보라빼고 다 일진출신인데 댓글보면 다들 모르나보네
14664,"역겨운것들. 전부은퇴처리하고, 죄소급해 구속시켜"
14665,돌아이 같은 넘들...........이제 머할거야?돈 많이벌었으니? 그냥 먹고살거야?
14666,아빠가 말했다.  <b>때린놈은 기억안한다고</b>
14667,이제서야?ㅋㅋㅋ 관상이니 뭐니 아는척좀 하지 마셈. 시스타 활동할 때는 뭣도 몰랐으면서 학교폭력 했다고 밝혀지니까 한다는 말 꼬라지들이&quot;쯧쯧. 저럴 관상이었어. 얼굴에서 보인다니까?&quot;
14668,절대 기억 못할수가없다
14669,근데 지난일인데 이렇게해서 얻는게뭐임? 나도 고통스러웟으니 너잘되는꼴은 못본다마인드?<br>따로조용히좀풀지
14670,뭐든 중립기어 박고 확실한 물증이 나오면 그때 욕해도 늦지 않음
14671,효린의 15전년일이 선명하게 기억나질 않는다는데.. 15년전이 초등학교 저학년도 아니고 중학생인데 이렇게 주장했다라는건 회피하려는 지가 지무덤을 판 아주 무식한 핑계죠. 그런적이 없다고 하는게 중학교때 기억이 선명하게 기억나질 않는다는것보다 훨씬 낫지.
14672,"저도 학교폭력 피해자였는데요. 왕따는 아니고 일대일로 아무도 모르게 당했었고 스마트폰 있던 시절도 아닌지라 증거가 없어요. 근데 요새 유명인들 학폭 터질때마다 나 학폭 당했음 빼액 하면 그만인거냐고 증거 내놔보라고 이런 댓글 같은거 볼 때마다 사실 그 말이 그렇게 틀린 말은 아닌 거 알지만, 피해자였던 사람으로서 그런 반응을 보니까 숨이 턱턱 막히는 느낌이 들더라고요.. 나의 말도 아무도 믿어주지 않을 수 있겠구나 하는.. 그냥 그렇다구요. 정황이 정말 자세하고 어느정도의 인증까지 있는 글이라면 그런식으로 반응하지 말아주세요. 직접적인 상처는 그 당사자가 받지만 다른 많은 학폭 피해자들도 간접적으로 같이 상처받아요ㅠ"
14673,흐지부지흐지부지
14674,내가 초딩때 학폭 피해자였어서 아는데 어이없는게 당한 사람은 몇 년이 지나도 생생하게 다 기억하는데 가해자들은 진짜 거짓말 안하고 기억 아예 못하더라
